CHAR_1,CHAR_2,CHAR_3,CHAR_5,CHAR_6,CHAR_7,FIRST_2,FIRST_3,FIRST_5,FIRST_6,FIRST_7,LEFTHAND_TEXT,CHAR_5_TEXT,CHAR_6_TEXT,CHAR_7_TEXT,Combined Text,PartSpecific,Part,Area,Type,Extra,Complete,Notes
S,7,2,0,2,1,S7,S72,S72.0,S72.02,S72.021,Fracture of femur,fracture,epiphysis femur separation upper,displaced right,fracture epiphysis femur separation upper displaced right,femur,leg,leg,trauma,fracture,y,.
S,7,2,0,4,5,S7,S72,S72.0,S72.04,S72.045,Fracture of femur,fracture,base femur neck,left nondisplaced,fracture base femur neck left nondisplaced,femur,leg,leg,trauma,fracture,y,.
S,7,2,0,6,4,S7,S72,S72.0,S72.06,S72.064,Fracture of femur,fracture,articular femur head,nondisplaced right,fracture articular femur head nondisplaced right,femur,leg,leg,trauma,fracture,y,.
S,7,2,1,0,1,S7,S72,S72.1,S72.10,S72.101,Fracture of femur,fracture,femur trochanteric,right,fracture femur trochanteric right,femur,leg,leg,trauma,fracture,y,.
S,7,2,1,1,2,S7,S72,S72.1,S72.11,S72.112,Fracture of femur,fracture,femur trochanter,displaced left,fracture femur trochanter displaced left,femur,leg,leg,trauma,fracture,y,.
S,7,2,1,1,4,S7,S72,S72.1,S72.11,S72.114,Fracture of femur,fracture,femur trochanter,nondisplaced right,fracture femur trochanter nondisplaced right,femur,leg,leg,trauma,fracture,y,.
S,7,2,1,1,5,S7,S72,S72.1,S72.11,S72.115,Fracture of femur,fracture,femur trochanter,left nondisplaced,fracture femur trochanter left nondisplaced,femur,leg,leg,trauma,fracture,y,.
S,7,2,1,2,1,S7,S72,S72.1,S72.12,S72.121,Fracture of femur,fracture,femur lesser trochanter,displaced right,fracture femur lesser trochanter displaced right,femur,leg,leg,trauma,fracture,y,.
S,7,2,1,2,2,S7,S72,S72.1,S72.12,S72.122,Fracture of femur,fracture,femur lesser trochanter,displaced left,fracture femur lesser trochanter displaced left,femur,leg,leg,trauma,fracture,y,.
S,7,2,1,2,4,S7,S72,S72.1,S72.12,S72.124,Fracture of femur,fracture,femur lesser trochanter,nondisplaced right,fracture femur lesser trochanter nondisplaced right,femur,leg,leg,trauma,fracture,y,.
S,7,2,1,4,2,S7,S72,S72.1,S72.14,S72.142,Fracture of femur,fracture,femur intertrochanteric,displaced left,fracture femur intertrochanteric displaced left,femur,leg,leg,trauma,fracture,y,.
S,7,2,1,4,4,S7,S72,S72.1,S72.14,S72.144,Fracture of femur,fracture,femur intertrochanteric,nondisplaced right,fracture femur intertrochanteric nondisplaced right,femur,leg,leg,trauma,fracture,y,.
S,7,2,1,4,5,S7,S72,S72.1,S72.14,S72.145,Fracture of femur,fracture,femur intertrochanteric,left nondisplaced,fracture femur intertrochanteric left nondisplaced,femur,leg,leg,trauma,fracture,y,.
S,7,2,2,1,X,S7,S72,S72.2,S72.21,S72.21X,Fracture of femur,fracture,displaced femur right subtrochanteric,.,fracture displaced femur right subtrochanteric .,femur,leg,leg,trauma,fracture,y,.
S,7,2,2,2,X,S7,S72,S72.2,S72.22,S72.22X,Fracture of femur,fracture,displaced femur left subtrochanteric,.,fracture displaced femur left subtrochanteric .,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,0,1,S7,S72,S72.3,S72.30,S72.301,Fracture of femur,fracture,femur shaft,right,fracture femur shaft right,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,0,2,S7,S72,S72.3,S72.30,S72.302,Fracture of femur,fracture,femur shaft,left,fracture femur shaft left,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,2,1,S7,S72,S72.3,S72.32,S72.321,Fracture of femur,fracture,femur shaft transverse,displaced right,fracture femur shaft transverse displaced right,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,2,2,S7,S72,S72.3,S72.32,S72.322,Fracture of femur,fracture,femur shaft transverse,displaced left,fracture femur shaft transverse displaced left,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,2,3,S7,S72,S72.3,S72.32,S72.323,Fracture of femur,fracture,femur shaft transverse,displaced,fracture femur shaft transverse displaced,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,2,4,S7,S72,S72.3,S72.32,S72.324,Fracture of femur,fracture,femur shaft transverse,nondisplaced right,fracture femur shaft transverse nondisplaced right,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,2,5,S7,S72,S72.3,S72.32,S72.325,Fracture of femur,fracture,femur shaft transverse,left nondisplaced,fracture femur shaft transverse left nondisplaced,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,3,1,S7,S72,S72.3,S72.33,S72.331,Fracture of femur,fracture,femur oblique shaft,displaced right,fracture femur oblique shaft displaced right,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,3,2,S7,S72,S72.3,S72.33,S72.332,Fracture of femur,fracture,femur oblique shaft,displaced left,fracture femur oblique shaft displaced left,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,3,4,S7,S72,S72.3,S72.33,S72.334,Fracture of femur,fracture,femur oblique shaft,nondisplaced right,fracture femur oblique shaft nondisplaced right,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,3,5,S7,S72,S72.3,S72.33,S72.335,Fracture of femur,fracture,femur oblique shaft,left nondisplaced,fracture femur oblique shaft left nondisplaced,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,4,1,S7,S72,S72.3,S72.34,S72.341,Fracture of femur,fracture,femur shaft spiral,displaced right,fracture femur shaft spiral displaced right,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,4,2,S7,S72,S72.3,S72.34,S72.342,Fracture of femur,fracture,femur shaft spiral,displaced left,fracture femur shaft spiral displaced left,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,4,4,S7,S72,S72.3,S72.34,S72.344,Fracture of femur,fracture,femur shaft spiral,nondisplaced right,fracture femur shaft spiral nondisplaced right,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,4,5,S7,S72,S72.3,S72.34,S72.345,Fracture of femur,fracture,femur shaft spiral,left nondisplaced,fracture femur shaft spiral left nondisplaced,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,5,1,S7,S72,S72.3,S72.35,S72.351,Fracture of femur,fracture,comminuted femur shaft,displaced right,fracture comminuted femur shaft displaced right,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,5,2,S7,S72,S72.3,S72.35,S72.352,Fracture of femur,fracture,comminuted femur shaft,displaced left,fracture comminuted femur shaft displaced left,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,5,4,S7,S72,S72.3,S72.35,S72.354,Fracture of femur,fracture,comminuted femur shaft,nondisplaced right,fracture comminuted femur shaft nondisplaced right,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,6,2,S7,S72,S72.3,S72.36,S72.362,Fracture of femur,fracture,femur segmental shaft,displaced left,fracture femur segmental shaft displaced left,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,9,1,S7,S72,S72.3,S72.39,S72.391,Fracture of femur,fracture,femur shaft,right,fracture femur shaft right,femur,leg,leg,trauma,fracture,y,.
S,7,2,3,9,2,S7,S72,S72.3,S72.39,S72.392,Fracture of femur,fracture,femur shaft,left,fracture femur shaft left,femur,leg,leg,trauma,fracture,y,.
S,7,2,4,0,1,S7,S72,S72.4,S72.40,S72.401,Fracture of femur,fracture,femur lower,right,fracture femur lower right,femur,leg,leg,trauma,fracture,y,.
S,7,2,4,0,2,S7,S72,S72.4,S72.40,S72.402,Fracture of femur,fracture,femur lower,left,fracture femur lower left,femur,leg,leg,trauma,fracture,y,.
S,7,2,4,1,1,S7,S72,S72.4,S72.41,S72.411,Fracture of femur,fracture,condyle femur lower,displaced right,fracture condyle femur lower displaced right,femur,leg,leg,trauma,fracture,y,.
S,7,2,4,1,2,S7,S72,S72.4,S72.41,S72.412,Fracture of femur,fracture,condyle femur lower,displaced left,fracture condyle femur lower displaced left,femur,leg,leg,trauma,fracture,y,.
S,7,2,4,1,5,S7,S72,S72.4,S72.41,S72.415,Fracture of femur,fracture,condyle femur lower,left nondisplaced,fracture condyle femur lower left nondisplaced,femur,leg,leg,trauma,fracture,y,.
S,7,2,4,1,6,S7,S72,S72.4,S72.41,S72.416,Fracture of femur,fracture,condyle femur lower,nondisplaced,fracture condyle femur lower nondisplaced,femur,leg,leg,trauma,fracture,y,.
S,7,2,4,2,5,S7,S72,S72.4,S72.42,S72.425,Fracture of femur,fracture,condyle femur lateral,left nondisplaced,fracture condyle femur lateral left nondisplaced,femur,leg,leg,trauma,fracture,y,.
S,7,2,4,3,4,S7,S72,S72.4,S72.43,S72.434,Fracture of femur,fracture,condyle femur medial,nondisplaced right,fracture condyle femur medial nondisplaced right,femur,leg,leg,trauma,fracture,y,.
S,7,2,4,4,1,S7,S72,S72.4,S72.44,S72.441,Fracture of femur,fracture,epiphysis femur lower separation,displaced right,fracture epiphysis femur lower separation displaced right,femur,leg,leg,trauma,fracture,y,.
S,7,2,4,4,4,S7,S72,S72.4,S72.44,S72.444,Fracture of femur,fracture,epiphysis femur lower separation,nondisplaced right,fracture epiphysis femur lower separation nondisplaced right,femur,leg,leg,trauma,fracture,y,.
S,7,2,4,4,5,S7,S72,S72.4,S72.44,S72.445,Fracture of femur,fracture,epiphysis femur lower separation,left nondisplaced,fracture epiphysis femur lower separation left nondisplaced,femur,leg,leg,trauma,fracture,y,.
S,7,2,4,5,1,S7,S72,S72.4,S72.45,S72.451,Fracture of femur,fracture,extension femur intracondylar lower supracondylar,displaced right,fracture extension femur intracondylar lower supracondylar displaced right,femur,leg,leg,trauma,fracture,y,.
S,7,2,4,5,2,S7,S72,S72.4,S72.45,S72.452,Fracture of femur,fracture,extension femur intracondylar lower supracondylar,displaced left,fracture extension femur intracondylar lower supracondylar displaced left,femur,leg,leg,trauma,fracture,y,.
S,7,2,4,6,5,S7,S72,S72.4,S72.46,S72.465,Fracture of femur,fracture,extension femur intracondylar lower supracondylar,left nondisplaced,fracture extension femur intracondylar lower supracondylar left nondisplaced,femur,leg,leg,trauma,fracture,y,.
S,7,2,4,7,1,S7,S72,S72.4,S72.47,S72.471,Fracture of femur,fracture,femur lower torus,right,fracture femur lower torus right,femur,leg,leg,trauma,fracture,y,.
S,7,2,4,7,2,S7,S72,S72.4,S72.47,S72.472,Fracture of femur,fracture,femur lower torus,left,fracture femur lower torus left,femur,leg,leg,trauma,fracture,y,.
S,7,2,4,9,1,S7,S72,S72.4,S72.49,S72.491,Fracture of femur,fracture,femur lower,right,fracture femur lower right,femur,leg,leg,trauma,fracture,y,.
S,7,2,4,9,2,S7,S72,S72.4,S72.49,S72.492,Fracture of femur,fracture,femur lower,left,fracture femur lower left,femur,leg,leg,trauma,fracture,y,.
S,7,2,8,X,2,S7,S72,S72.8,S72.8X,S72.8X2,Fracture of femur,fracture,femur,left,fracture femur left,femur,leg,leg,trauma,fracture,y,.
S,7,2,9,1,X,S7,S72,S72.9,S72.91,S72.91X,Fracture of femur,fracture,femur right,.,fracture femur right .,femur,leg,leg,trauma,fracture,y,.
S,7,2,9,2,X,S7,S72,S72.9,S72.92,S72.92X,Fracture of femur,fracture,femur left,.,fracture femur left .,femur,leg,leg,trauma,fracture,y,.
S,7,9,0,9,1,S7,S79,S79.0,S79.09,S79.091,Other & unspecified injuries of hip & thigh,fracture,femur physeal upper,right,fracture femur physeal upper right,femur,leg,leg,trauma,fracture,y,.
S,7,9,1,1,1,S7,S79,S79.1,S79.11,S79.111,Other & unspecified injuries of hip & thigh,fracture,femur lower physeal salterharris type,right,fracture femur lower physeal salterharris type right,femur,leg,leg,trauma,fracture,y,.
S,7,9,1,1,2,S7,S79,S79.1,S79.11,S79.112,Other & unspecified injuries of hip & thigh,fracture,femur lower physeal salterharris type,left,fracture femur lower physeal salterharris type left,femur,leg,leg,trauma,fracture,y,.
S,7,9,1,2,1,S7,S79,S79.1,S79.12,S79.121,Other & unspecified injuries of hip & thigh,fracture,femur ii lower physeal salterharris type,right,fracture femur ii lower physeal salterharris type right,femur,leg,leg,trauma,fracture,y,.
S,7,9,1,2,2,S7,S79,S79.1,S79.12,S79.122,Other & unspecified injuries of hip & thigh,fracture,femur ii lower physeal salterharris type,left,fracture femur ii lower physeal salterharris type left,femur,leg,leg,trauma,fracture,y,.
S,7,9,1,2,9,S7,S79,S79.1,S79.12,S79.129,Other & unspecified injuries of hip & thigh,fracture,femur ii lower physeal salterharris type,.,fracture femur ii lower physeal salterharris type .,femur,leg,leg,trauma,fracture,y,.
S,7,9,1,3,1,S7,S79,S79.1,S79.13,S79.131,Other & unspecified injuries of hip & thigh,fracture,femur iii lower physeal salterharris type,right,fracture femur iii lower physeal salterharris type right,femur,leg,leg,trauma,fracture,y,.
S,7,9,1,3,2,S7,S79,S79.1,S79.13,S79.132,Other & unspecified injuries of hip & thigh,fracture,femur iii lower physeal salterharris type,left,fracture femur iii lower physeal salterharris type left,femur,leg,leg,trauma,fracture,y,.
S,7,9,1,4,1,S7,S79,S79.1,S79.14,S79.141,Other & unspecified injuries of hip & thigh,fracture,femur iv lower physeal salterharris type,right,fracture femur iv lower physeal salterharris type right,femur,leg,leg,trauma,fracture,y,.
M,8,4,3,6,3,M8,M84,M84.3,M84.36,M84.363,Disorders of continuity of bone,fracture,stress,fibula right,fracture stress fibula right,fibula,leg,leg,musculoskeletal,stress fracture,y,.
M,8,4,3,6,4,M8,M84,M84.3,M84.36,M84.364,Disorders of continuity of bone,fracture,stress,fibula left,fracture stress fibula left,fibula,leg,leg,musculoskeletal,stress fracture,y,.
M,8,4,5,6,3,M8,M84,M84.5,M84.56,M84.563,Disorders of continuity of bone,fracture,disease neoplastic pathological,fibula right,fracture disease neoplastic pathological fibula right,fibula,leg,leg,musculoskeletal,pathological fracture,y,.
M,8,4,6,6,4,M8,M84,M84.6,M84.66,M84.664,Disorders of continuity of bone,fracture,disease pathological,fibula left,fracture disease pathological fibula left,fibula,leg,leg,musculoskeletal,pathological fracture,y,.
Q,7,2,6,0,.,Q7,Q72,Q72.6,Q72.60,Q72.60,Reduction defects of lower limb,defect fibula longitudinal reduction,.,.,defect fibula longitudinal reduction . .,fibula,leg,leg,congenital,reduction,y,.
Q,7,2,6,1,.,Q7,Q72,Q72.6,Q72.61,Q72.61,Reduction defects of lower limb,defect fibula longitudinal reduction,right,.,defect fibula longitudinal reduction right .,fibula,leg,leg,congenital,reduction,y,.
Q,7,2,6,2,.,Q7,Q72,Q72.6,Q72.62,Q72.62,Reduction defects of lower limb,defect fibula longitudinal reduction,left,.,defect fibula longitudinal reduction left .,fibula,leg,leg,congenital,reduction,y,.
S,8,2,4,0,1,S8,S82,S82.4,S82.40,S82.401,"Fracture of lower leg, including ankle",fracture,fibula shaft,right,fracture fibula shaft right,fibula,leg,leg,trauma,fracture,y,.
S,8,2,4,0,2,S8,S82,S82.4,S82.40,S82.402,"Fracture of lower leg, including ankle",fracture,fibula shaft,left,fracture fibula shaft left,fibula,leg,leg,trauma,fracture,y,.
S,8,2,4,2,2,S8,S82,S82.4,S82.42,S82.422,"Fracture of lower leg, including ankle",fracture,fibula shaft transverse,displaced left,fracture fibula shaft transverse displaced left,fibula,leg,leg,trauma,fracture,y,.
S,8,2,4,2,4,S8,S82,S82.4,S82.42,S82.424,"Fracture of lower leg, including ankle",fracture,fibula shaft transverse,nondisplaced right,fracture fibula shaft transverse nondisplaced right,fibula,leg,leg,trauma,fracture,y,.
S,8,2,4,2,5,S8,S82,S82.4,S82.42,S82.425,"Fracture of lower leg, including ankle",fracture,fibula shaft transverse,left nondisplaced,fracture fibula shaft transverse left nondisplaced,fibula,leg,leg,trauma,fracture,y,.
S,8,2,4,3,1,S8,S82,S82.4,S82.43,S82.431,"Fracture of lower leg, including ankle",fracture,fibula oblique shaft,displaced right,fracture fibula oblique shaft displaced right,fibula,leg,leg,trauma,fracture,y,.
S,8,2,4,3,2,S8,S82,S82.4,S82.43,S82.432,"Fracture of lower leg, including ankle",fracture,fibula oblique shaft,displaced left,fracture fibula oblique shaft displaced left,fibula,leg,leg,trauma,fracture,y,.
S,8,2,4,3,4,S8,S82,S82.4,S82.43,S82.434,"Fracture of lower leg, including ankle",fracture,fibula oblique shaft,nondisplaced right,fracture fibula oblique shaft nondisplaced right,fibula,leg,leg,trauma,fracture,y,.
S,8,2,4,3,5,S8,S82,S82.4,S82.43,S82.435,"Fracture of lower leg, including ankle",fracture,fibula oblique shaft,left nondisplaced,fracture fibula oblique shaft left nondisplaced,fibula,leg,leg,trauma,fracture,y,.
S,8,2,4,4,1,S8,S82,S82.4,S82.44,S82.441,"Fracture of lower leg, including ankle",fracture,fibula shaft spiral,displaced right,fracture fibula shaft spiral displaced right,fibula,leg,leg,trauma,fracture,y,.
S,8,2,4,4,4,S8,S82,S82.4,S82.44,S82.444,"Fracture of lower leg, including ankle",fracture,fibula shaft spiral,nondisplaced right,fracture fibula shaft spiral nondisplaced right,fibula,leg,leg,trauma,fracture,y,.
S,8,2,4,5,2,S8,S82,S82.4,S82.45,S82.452,"Fracture of lower leg, including ankle",fracture,comminuted fibula shaft,displaced left,fracture comminuted fibula shaft displaced left,fibula,leg,leg,trauma,fracture,y,.
S,8,2,4,6,1,S8,S82,S82.4,S82.46,S82.461,"Fracture of lower leg, including ankle",fracture,fibula segmental shaft,displaced right,fracture fibula segmental shaft displaced right,fibula,leg,leg,trauma,fracture,y,.
S,8,2,4,9,1,S8,S82,S82.4,S82.49,S82.491,"Fracture of lower leg, including ankle",fracture,fibula shaft,right,fracture fibula shaft right,fibula,leg,leg,trauma,fracture,y,.
S,8,2,4,9,2,S8,S82,S82.4,S82.49,S82.492,"Fracture of lower leg, including ankle",fracture,fibula shaft,left,fracture fibula shaft left,fibula,leg,leg,trauma,fracture,y,.
S,8,2,6,1,X,S8,S82,S82.6,S82.61,S82.61X,"Fracture of lower leg, including ankle",fracture,displaced fibula lateral malleolus right,.,fracture displaced fibula lateral malleolus right .,fibula,leg,leg,trauma,fracture,y,.
S,8,2,6,2,X,S8,S82,S82.6,S82.62,S82.62X,"Fracture of lower leg, including ankle",fracture,displaced fibula lateral left malleolus,.,fracture displaced fibula lateral left malleolus .,fibula,leg,leg,trauma,fracture,y,.
S,8,2,6,4,X,S8,S82,S82.6,S82.64,S82.64X,"Fracture of lower leg, including ankle",fracture,fibula lateral malleolus nondisplaced right,.,fracture fibula lateral malleolus nondisplaced right .,fibula,leg,leg,trauma,fracture,y,.
S,8,2,6,5,X,S8,S82,S82.6,S82.65,S82.65X,"Fracture of lower leg, including ankle",fracture,fibula lateral left malleolus nondisplaced,.,fracture fibula lateral left malleolus nondisplaced .,fibula,leg,leg,trauma,fracture,y,.
S,8,2,8,1,1,S8,S82,S82.8,S82.81,S82.811,"Fracture of lower leg, including ankle",fracture,fibula torus upper,right,fracture fibula torus upper right,fibula,leg,leg,trauma,fracture,y,.
S,8,2,8,1,2,S8,S82,S82.8,S82.81,S82.812,"Fracture of lower leg, including ankle",fracture,fibula torus upper,left,fracture fibula torus upper left,fibula,leg,leg,trauma,fracture,y,.
S,8,2,8,2,1,S8,S82,S82.8,S82.82,S82.821,"Fracture of lower leg, including ankle",fracture,fibula lower torus,right,fracture fibula lower torus right,fibula,leg,leg,trauma,fracture,y,.
S,8,2,8,2,2,S8,S82,S82.8,S82.82,S82.822,"Fracture of lower leg, including ankle",fracture,fibula lower torus,left,fracture fibula lower torus left,fibula,leg,leg,trauma,fracture,y,.
S,8,2,8,3,1,S8,S82,S82.8,S82.83,S82.831,"Fracture of lower leg, including ankle",fracture,fibula lower upper,right,fracture fibula lower upper right,fibula,leg,leg,trauma,fracture,y,.
S,8,2,8,3,2,S8,S82,S82.8,S82.83,S82.832,"Fracture of lower leg, including ankle",fracture,fibula lower upper,left,fracture fibula lower upper left,fibula,leg,leg,trauma,fracture,y,.
S,8,2,8,3,9,S8,S82,S82.8,S82.83,S82.839,"Fracture of lower leg, including ankle",fracture,fibula lower upper,closed,fracture fibula lower upper closed,fibula,leg,leg,trauma,fracture,y,.
S,8,9,2,0,2,S8,S89,S89.2,S89.20,S89.202,Other & unspecified injuries of lower leg,fracture,fibula physeal upper,left,fracture fibula physeal upper left,fibula,leg,leg,trauma,fracture,y,.
S,8,9,2,1,1,S8,S89,S89.2,S89.21,S89.211,Other & unspecified injuries of lower leg,fracture,fibula physeal salterharris type upper,right,fracture fibula physeal salterharris type upper right,fibula,leg,leg,trauma,fracture,y,.
S,8,9,3,0,1,S8,S89,S89.3,S89.30,S89.301,Other & unspecified injuries of lower leg,fracture,fibula lower physeal,right,fracture fibula lower physeal right,fibula,leg,leg,trauma,fracture,y,.
S,8,9,3,0,2,S8,S89,S89.3,S89.30,S89.302,Other & unspecified injuries of lower leg,fracture,fibula lower physeal,left,fracture fibula lower physeal left,fibula,leg,leg,trauma,fracture,y,.
S,8,9,3,1,1,S8,S89,S89.3,S89.31,S89.311,Other & unspecified injuries of lower leg,fracture,fibula lower physeal salterharris type,right,fracture fibula lower physeal salterharris type right,fibula,leg,leg,trauma,fracture,y,.
S,8,9,3,1,2,S8,S89,S89.3,S89.31,S89.312,Other & unspecified injuries of lower leg,fracture,fibula lower physeal salterharris type,left,fracture fibula lower physeal salterharris type left,fibula,leg,leg,trauma,fracture,y,.
S,8,9,3,1,9,S8,S89,S89.3,S89.31,S89.319,Other & unspecified injuries of lower leg,fracture,fibula lower physeal salterharris type,.,fracture fibula lower physeal salterharris type .,fibula,leg,leg,trauma,fracture,y,.
S,8,9,3,2,1,S8,S89,S89.3,S89.32,S89.321,Other & unspecified injuries of lower leg,fracture,fibula ii lower physeal salterharris type,right,fracture fibula ii lower physeal salterharris type right,fibula,leg,leg,trauma,fracture,y,.
S,8,9,3,2,2,S8,S89,S89.3,S89.32,S89.322,Other & unspecified injuries of lower leg,fracture,fibula ii lower physeal salterharris type,left,fracture fibula ii lower physeal salterharris type left,fibula,leg,leg,trauma,fracture,y,.
M,2,1,4,0,.,M2,M21,M21.4,M21.40,M21.40,Other acquired deformities of limbs,foot,acquired flat pes planus,.,foot acquired flat pes planus .,foot,foot,leg,musculoskeletal,joint disorder,y,.
M,2,1,4,1,.,M2,M21,M21.4,M21.41,M21.41,Other acquired deformities of limbs,foot,acquired flat pes planus right,.,foot acquired flat pes planus right .,foot,foot,leg,musculoskeletal,joint disorder,y,.
M,2,1,4,2,.,M2,M21,M21.4,M21.42,M21.42,Other acquired deformities of limbs,foot,acquired flat left pes planus,.,foot acquired flat left pes planus .,foot,foot,leg,musculoskeletal,joint disorder,y,.
M,2,1,5,4,1,M2,M21,M21.5,M21.54,M21.541,Other acquired deformities of limbs,acquired,clubfoot foot,.,acquired clubfoot foot .,foot,foot,leg,musculoskeletal,joint disorder,y,.
M,2,1,5,4,2,M2,M21,M21.5,M21.54,M21.542,Other acquired deformities of limbs,acquired,clubfoot foot,.,acquired clubfoot foot .,foot,foot,leg,musculoskeletal,joint disorder,y,.
M,2,1,5,4,9,M2,M21,M21.5,M21.54,M21.549,Other acquired deformities of limbs,acquired,clubfoot foot,.,acquired clubfoot foot .,foot,foot,leg,musculoskeletal,joint disorder,y,.
M,2,1,6,X,1,M2,M21,M21.6,M21.6X,M21.6X1,Other acquired deformities of limbs,foot,acquired deformities,.,foot acquired deformities .,foot,foot,leg,musculoskeletal,joint disorder,y,.
M,2,1,6,X,2,M2,M21,M21.6,M21.6X,M21.6X2,Other acquired deformities of limbs,foot,acquired deformities,.,foot acquired deformities .,foot,foot,leg,musculoskeletal,joint disorder,y,.
M,2,1,6,X,9,M2,M21,M21.6,M21.6X,M21.6X9,Other acquired deformities of limbs,foot,acquired deformities,.,foot acquired deformities .,foot,foot,leg,musculoskeletal,joint disorder,y,.
M,2,4,2,7,5,M2,M24,M24.2,M24.27,M24.275,Other specific joint derangements,disorder ligament,ankle foot,.,disorder ligament ankle foot .,ankle,foot,leg,musculoskeletal,joint disorder,y,.
M,2,4,2,7,6,M2,M24,M24.2,M24.27,M24.276,Other specific joint derangements,disorder ligament,ankle foot,.,disorder ligament ankle foot .,ankle,foot,leg,musculoskeletal,joint disorder,y,.
M,2,4,5,7,4,M2,M24,M24.5,M24.57,M24.574,Other specific joint derangements,contracture,ankle foot,.,contracture ankle foot .,ankle,foot,leg,musculoskeletal,joint disorder,y,.
M,7,7,5,0,.,M7,M77,M77.5,M77.50,M77.50,Other enthesopathies,enthesopathy foot,.,.,enthesopathy foot . .,foot,foot,leg,musculoskeletal,"disorder, soft-tissue",y,.
M,7,7,5,1,.,M7,M77,M77.5,M77.51,M77.51,Other enthesopathies,enthesopathy foot,right,.,enthesopathy foot right .,foot,foot,leg,musculoskeletal,"disorder, soft-tissue",y,.
M,7,7,5,2,.,M7,M77,M77.5,M77.52,M77.52,Other enthesopathies,enthesopathy foot,left,.,enthesopathy foot left .,foot,foot,leg,musculoskeletal,"disorder, soft-tissue",y,.
M,7,9,6,7,1,M7,M79,M79.6,M79.67,M79.671,Other soft tissue disorders,pain,foot toes,.,pain foot toes .,foot,foot,leg,musculoskeletal,.,y,.
M,7,9,6,7,2,M7,M79,M79.6,M79.67,M79.672,Other soft tissue disorders,pain,foot toes,.,pain foot toes .,foot,foot,leg,musculoskeletal,.,y,.
M,8,4,3,7,4,M8,M84,M84.3,M84.37,M84.374,Disorders of continuity of bone,fracture,stress,foot right,fracture stress foot right,foot,foot,leg,musculoskeletal,"disorder, bone density",y,.
M,8,4,3,7,5,M8,M84,M84.3,M84.37,M84.375,Disorders of continuity of bone,fracture,stress,foot left,fracture stress foot left,foot,foot,leg,musculoskeletal,"disorder, bone density",y,.
Q,6,6,0,.,.,Q6,Q66,Q66.0,Q66.0,Q66.0,Congenital deformities of feet,congenital equinovarus talipes,.,.,congenital equinovarus talipes . .,foot,foot,leg,congenital,deformity,y,.
Q,6,6,1,.,.,Q6,Q66,Q66.1,Q66.1,Q66.1,Congenital deformities of feet,calcaneovarus congenital talipes,.,.,calcaneovarus congenital talipes . .,foot,foot,leg,congenital,deformity,y,.
Q,6,6,2,1,.,Q6,Q66,Q66.2,Q66.21,Q66.21,Congenital deformities of feet,congenital metatarsus,primus varus,.,congenital metatarsus primus varus .,foot,foot,leg,congenital,deformity,y,.
Q,6,6,2,2,.,Q6,Q66,Q66.2,Q66.22,Q66.22,Congenital deformities of feet,congenital metatarsus,adductus,.,congenital metatarsus adductus .,foot,foot,leg,congenital,deformity,y,.
Q,6,6,3,.,.,Q6,Q66,Q66.3,Q66.3,Q66.3,Congenital deformities of feet,congenital deformities feet varus,.,.,congenital deformities feet varus . .,foot,foot,leg,congenital,deformity,y,.
Q,6,6,4,.,.,Q6,Q66,Q66.4,Q66.4,Q66.4,Congenital deformities of feet,calcaneovalgus congenital talipes,.,.,calcaneovalgus congenital talipes . .,foot,foot,leg,congenital,deformity,y,.
Q,6,6,5,0,.,Q6,Q66,Q66.5,Q66.50,Q66.50,Congenital deformities of feet,congenital foot pes planus,.,.,congenital foot pes planus . .,foot,foot,leg,congenital,deformity,y,.
Q,6,6,5,1,.,Q6,Q66,Q66.5,Q66.51,Q66.51,Congenital deformities of feet,congenital foot pes planus,right,.,congenital foot pes planus right .,foot,foot,leg,congenital,deformity,y,.
Q,6,6,5,2,.,Q6,Q66,Q66.5,Q66.52,Q66.52,Congenital deformities of feet,congenital foot pes planus,left,.,congenital foot pes planus left .,foot,foot,leg,congenital,deformity,y,.
Q,6,6,6,.,.,Q6,Q66,Q66.6,Q66.6,Q66.6,Congenital deformities of feet,congenital deformities feet valgus,.,.,congenital deformities feet valgus . .,foot,foot,leg,congenital,deformity,y,.
Q,6,6,7,.,.,Q6,Q66,Q66.7,Q66.7,Q66.7,Congenital deformities of feet,cavus congenital pes,.,.,cavus congenital pes . .,foot,foot,leg,congenital,deformity,y,.
